slug,codes,parameter,operator
on-psychiatric-medication-high-strength,Long-Acting Injections 28 Days Supply Medications,hedis_medication_list,included
on-psychiatric-medication-high-strength,Oral Antipsychotic Medications,hedis_medication_list,included
on-high-mod-statin,High and Moderate-Intensity Statin Medications,hedis_medication_list,included
on-statin,High and Moderate-Intensity Statin Medications,hedis_medication_list,included
on-statin,Low-Intensity Statin Medications,hedis_medication_list,included
one-pediatric-ccm-clinical-and-one-encounter-condition,pediatric-ccm-encounter-condition,condition_slugs,included
one-pediatric-ccm-clinical-and-one-encounter-condition,pediatric-ccm-clinical-condition,condition_slugs,included
opioid-dependence-not-in-remission,F1120,icd_diagnoses,included
opioid-dependence-not-in-remission,F1122,icd_diagnoses,included
opioid-dependence-not-in-remission,F1123,icd_diagnoses,included
opioid-dependence-not-in-remission,F1124,icd_diagnoses,included
opioid-dependence-not-in-remission,F1125,icd_diagnoses,included
opioid-dependence-not-in-remission,F1126,icd_diagnoses,included
opioid-dependence-not-in-remission,F1127,icd_diagnoses,included
opioid-dependence-not-in-remission,F1128,icd_diagnoses,included
opioid-dependence-not-in-remission,F1129,icd_diagnoses,included
osteoporosis,M810,icd_diagnoses,included
osteoporosis,M816,icd_diagnoses,included
osteoporosis,M818,icd_diagnoses,included
other-psychoactive-substance-dependence-not-in-remission,F1920,icd_diagnoses,included
other-psychoactive-substance-dependence-not-in-remission,F1922,icd_diagnoses,included
other-psychoactive-substance-dependence-not-in-remission,F1923,icd_diagnoses,included
other-psychoactive-substance-dependence-not-in-remission,F1924,icd_diagnoses,included
other-psychoactive-substance-dependence-not-in-remission,F1925,icd_diagnoses,included
other-psychoactive-substance-dependence-not-in-remission,F1926,icd_diagnoses,included
other-psychoactive-substance-dependence-not-in-remission,F1927,icd_diagnoses,included
other-psychoactive-substance-dependence-not-in-remission,F1928,icd_diagnoses,included
other-psychoactive-substance-dependence-not-in-remission,F1929,icd_diagnoses,included
other-psychosis,F28,icd_diagnoses,included
other-psychosis,F29,icd_diagnoses,included
other-stimulant-dependence-not-in-remission,F1520,icd_diagnoses,included
other-stimulant-dependence-not-in-remission,F1522,icd_diagnoses,included
other-stimulant-dependence-not-in-remission,F1523,icd_diagnoses,included
other-stimulant-dependence-not-in-remission,F1524,icd_diagnoses,included
other-stimulant-dependence-not-in-remission,F1525,icd_diagnoses,included
other-stimulant-dependence-not-in-remission,F1526,icd_diagnoses,included
other-stimulant-dependence-not-in-remission,F1527,icd_diagnoses,included
other-stimulant-dependence-not-in-remission,F1528,icd_diagnoses,included
other-stimulant-dependence-not-in-remission,F1529,icd_diagnoses,included
oxygen,Z9981,icd_diagnoses,included
palliative,advanced-illness-severe,condition_slugs,included
palliative,palliative-question,condition_slugs,included
palliative,palliative-two-points,condition_slugs,included
palliative-two-points,palliative-first-point,condition_slugs,included
palliative-two-points,palliative-second-point,condition_slugs,included
palliative-two-points,palliative-third-point,condition_slugs,included
palliative-first-point,advanced-illness,condition_slugs,included
palliative-first-point,dementia-meds,condition_slugs,included
palliative-first-point,hip-fractures-age-65-or-older,condition_slugs,included
palliative-second-point,frailty,condition_slugs,included
palliative-third-point,two-ed-visits,condition_slugs,included
palliative-third-point,unplanned-admit,condition_slugs,included
parkinsons,G20%,icd_diagnoses,included
parkinsons-or-huntingtons-hcc-two-year,78,hccs,included
pediatric-ccm-clinical-condition,asthma-two-year,condition_slugs,included
pediatric-ccm-clinical-condition,attention-deficit-hyperactivity-disorders-two-year,condition_slugs,included
pediatric-ccm-clinical-condition,autism-two-year,condition_slugs,included
pediatric-ccm-clinical-condition,behavioral-conduct-disorders-two-year,condition_slugs,included
pediatric-ccm-clinical-condition,bipolar-disorder,condition_slugs,included
pediatric-ccm-clinical-condition,blindness-two-year,condition_slugs,included
pediatric-ccm-clinical-condition,cancer-hcc-two-year,condition_slugs,included
pediatric-ccm-clinical-condition,celiac-disease-two-year,condition_slugs,included
pediatric-ccm-clinical-condition,cerebral-palsy-two-year,condition_slugs,included
pediatric-ccm-clinical-condition,chronic-lung-disease-two-year,condition_slugs,included
pediatric-ccm-clinical-condition,ckd-esrd-hcc-two-year,condition_slugs,included
pediatric-ccm-clinical-condition,congenital-malformations-deformations-chromosomal-abnormalities-two-year,condition_slugs,included
pediatric-ccm-clinical-condition,deafness-two-year,condition_slugs,included
pediatric-ccm-clinical-condition,depression,condition_slugs,included
pediatric-ccm-clinical-condition,diabetes-hcc-two-year,condition_slugs,included
pediatric-ccm-clinical-condition,eating-disorder-two-year,condition_slugs,included
pediatric-ccm-clinical-condition,epilepsy-recurrent-seizures-convulsions-two-year,condition_slugs,included
pediatric-ccm-clinical-condition,failure-to-thrive-two-year,condition_slugs,included
pediatric-ccm-clinical-condition,has-anxiety-diagnosis,condition_slugs,included
pediatric-ccm-clinical-condition,hiv-aids-hcc-two-year,condition_slugs,included
pediatric-ccm-clinical-condition,hydrocephalus-two-year,condition_slugs,included
pediatric-ccm-clinical-condition,hypoxic-ischemic-encephalopathy-two-year,condition_slugs,included
pediatric-ccm-clinical-condition,learning-disabilities-two-year,condition_slugs,included
pediatric-ccm-clinical-condition,metabolic-disorders-two-year,condition_slugs,included
pediatric-ccm-clinical-condition,neonatal-abstinence-syndrome-two-year,condition_slugs,included
pediatric-ccm-clinical-condition,noninfective-enteritis-colitis-two-year,condition_slugs,included
pediatric-ccm-clinical-condition,obesity,condition_slugs,included
pediatric-ccm-clinical-condition,premature-newborn-two-year,condition_slugs,included
pediatric-ccm-clinical-condition,severe-allergy-w-anaphylaxis,condition_slugs,included
pediatric-ccm-clinical-condition,sickle-cell-disease-two-year,condition_slugs,included
pediatric-ccm-clinical-condition,substance-abuse-hcc-two-year,condition_slugs,included
pediatric-ccm-clinical-condition,post-organ-transplant-hcc-two-year,condition_slugs,included
pediatric-ccm-encounter-condition,ip-bh-admits-one,condition_slugs,included
pediatric-ccm-encounter-condition,three-ed-visits,condition_slugs,included
pediatric-ccm-encounter-condition,polypharmacy-pediatric,condition_slugs,included
pediatric-ccm-one-clinical-one-encounter-or-two-encounter-condition-or-assessment,one-pediatric-ccm-clinical-and-one-encounter-condition,condition_slugs,included
pediatric-ccm-one-clinical-one-encounter-or-two-encounter-condition-or-assessment,two-pediatric-ccm-encounter-condition,condition_slugs,included
pediatric-ccm-one-clinical-one-encounter-or-two-encounter-condition-or-assessment,comprehensive-assessment-ccm-pediatric,condition_slugs,included
polypharmacy,%%,ndc_codes,included
polypharmacy-pediatric,%%,ndc_codes,included
polypharmacy-chronic,%%,ndc_codes,included
post-organ-transplant-hcc-two-year,186,hccs,included
pre-diabetes-dx,R7303,icd_diagnoses,included
pregnancy-9-mo-or-assessment,pregnancy-9-mo,condition_slugs,included
pregnancy-9-mo-or-assessment,pregnancy-assessment,condition_slugs,included
pregnancy-9-mo-or-assessment,medicaid-pregnancy-eligibility,condition_slugs,included
pregnancy-9-mo-or-assessment-under-55-and-female,pregnancy-9-mo-or-assessment,condition_slugs,included
pregnancy-9-mo-or-assessment-under-55-and-female,female-members,condition_slugs,included
pregnancy-9-mo-or-assessment-under-55-and-female,age-55-or-older,condition_slugs,excluded
premature-newborn-two-year,P07%,icd_diagnoses,included
pressure-ulcer-stage-three-four-hcc-two-year,157,hccs,included
pressure-ulcer-stage-three-four-hcc-two-year,158,hccs,included
ptsd,F431%,icd_diagnoses,included
pulmonary-diagnosis,copd-ever,condition_slugs,included
pulmonary-diagnosis,pulmonary-fibrosis-ever,condition_slugs,included
pulmonary-diagnosis,lung-volume-reduction-ever,condition_slugs,included
pulmonary-diagnosis,cystic-fibrosis-ever,condition_slugs,included
pulmonary-fibrosis-ever,J84%,icd_diagnoses,included
quadriplegia,G800,icd_diagnoses,included
quadriplegia,G8250,icd_diagnoses,included
quadriplegia,G8251,icd_diagnoses,included
quadriplegia,G8252,icd_diagnoses,included
quadriplegia,G8253,icd_diagnoses,included
quadriplegia,G8254,icd_diagnoses,included
recent-inpatient-mh,F%,icd_diagnoses,included
recent-outpatient-mh,F%,icd_diagnoses,included
recently-discontinued-substance-use-treatments,substance-use-disorder-treatments,condition_slugs,included
recently-discontinued-substance-use-treatments,substance-use-disorder-treatments-4-months,condition_slugs,excluded
renal-disease,ckd-stage-3,condition_slugs,included
renal-disease,ckd-stage-4,condition_slugs,included
renal-disease,ckd-stage-5,condition_slugs,included
renal-disease,esrd-narrow,condition_slugs,included
respirator-dependence,Z9911,icd_diagnoses,included
respirator-dependence,Z9912,icd_diagnoses,included
respirator-dependence-outpatient,Z9911,icd_diagnoses,included
respirator-dependence-outpatient,Z9912,icd_diagnoses,included
respiratory-failure-hcc-two-year,82,hccs,included
respiratory-failure-hcc-two-year,83,hccs,included
rx-opioids-multiple-providers,Opioid Medications,hedis_medication_list,included
severe-allergy-w-anaphylaxis,T780%,icd_diagnoses,included
severe-allergy-w-anaphylaxis,T782%,icd_diagnoses,included
schizophrenia,F20%,icd_diagnoses,included
schizophrenia,F25%,icd_diagnoses,included
schizophrenia-hcc-two-year,57,hccs,included
sedative-hypnotic-anxiolytic-dependence-not-in-remission,F1320,icd_diagnoses,included
sedative-hypnotic-anxiolytic-dependence-not-in-remission,F1322,icd_diagnoses,included
sedative-hypnotic-anxiolytic-dependence-not-in-remission,F1323,icd_diagnoses,included
sedative-hypnotic-anxiolytic-dependence-not-in-remission,F1324,icd_diagnoses,included
sedative-hypnotic-anxiolytic-dependence-not-in-remission,F1325,icd_diagnoses,included
sedative-hypnotic-anxiolytic-dependence-not-in-remission,F1326,icd_diagnoses,included
sedative-hypnotic-anxiolytic-dependence-not-in-remission,F1327,icd_diagnoses,included
sedative-hypnotic-anxiolytic-dependence-not-in-remission,F1328,icd_diagnoses,included
sedative-hypnotic-anxiolytic-dependence-not-in-remission,F1329,icd_diagnoses,included
seizure-disorder,R56%,icd_diagnoses,included
seizure-disorder,G40%,icd_diagnoses,included
seizure-medication,biston%,ingredients,included
seizure-medication,calepsin%,ingredients,included
seizure-medication,carbamazepine%,ingredients,included
seizure-medication,carbatrol%,ingredients,included
seizure-medication,convulex%,ingredients,included
seizure-medication,depakene%,ingredients,included
seizure-medication,depakine enteric%,ingredients,included
seizure-medication,epitol%,ingredients,included
seizure-medication,equetro%,ingredients,included
seizure-medication,finlepsin%,ingredients,included
seizure-medication,lamictal%,ingredients,included
seizure-medication,lamotrigine%,ingredients,included
seizure-medication,orfiril%,ingredients,included
seizure-medication,oxcarbazepine%,ingredients,included
seizure-medication,sirtal%,ingredients,included
seizure-medication,sodium valproate%,ingredients,included
seizure-medication,stavzor%,ingredients,included
seizure-medication,stazepine%,ingredients,included
seizure-medication,tegretol%,ingredients,included
seizure-medication,telesmin%,ingredients,included
seizure-medication,timonil%,ingredients,included
seizure-medication,trileptal%,ingredients,included
seizure-medication,valproate sodium%,ingredients,included
seizure-medication,valproic acid%,ingredients,included
seizure-medication-not-seizure-disorder,seizure-medication,condition_slugs,included
seizure-medication-not-seizure-disorder,seizure-disorder,condition_slugs,excluded
serious-mental-illness,on-psychiatric-medication-smi,condition_slugs,included
serious-mental-illness,other-psychosis,condition_slugs,included
serious-mental-illness,schizophrenia,condition_slugs,included
severe-head-injury-hcc-two-year,166,hccs,included
sickle-cell-disease-two-year,D57%,icd_diagnoses,included
smoker,smoker-assessment,condition_slugs,included
smoker,smoker-diagnosis,condition_slugs,included
smoker-diagnosis,F17%,icd_diagnoses,included
smoker-diagnosis,Z87891,icd_diagnoses,included
smoker-diagnosis,O9933,icd_diagnoses,included
specified-heart-arrhythmias-hcc-two-year,96,hccs,included
spinal-cord-disorders-hcc-two-years,70,hccs,included
spinal-cord-disorders-hcc-two-years,71,hccs,included
spinal-cord-disorders-hcc-two-years,72,hccs,included
stroke,G450,icd_diagnoses,included
stroke,G451,icd_diagnoses,included
stroke,G452,icd_diagnoses,included
stroke,G458,icd_diagnoses,included
stroke,G459,icd_diagnoses,included
stroke,G46%,icd_diagnoses,included
stroke,G9731,icd_diagnoses,included
stroke,G9732,icd_diagnoses,included
stroke,I60%,icd_diagnoses,included
stroke,I61%,icd_diagnoses,included
stroke,I63%,icd_diagnoses,included
stroke,I66%,icd_diagnoses,included
stroke,I6784%,icd_diagnoses,included
stroke,I6789,icd_diagnoses,included
stroke,I978%,icd_diagnoses,included
stroke-ever,G450,icd_diagnoses,included
stroke-ever,G451,icd_diagnoses,included
stroke-ever,G452,icd_diagnoses,included
stroke-ever,G458,icd_diagnoses,included
stroke-ever,G459,icd_diagnoses,included
stroke-ever,G46%,icd_diagnoses,included
stroke-ever,G9731,icd_diagnoses,included
stroke-ever,G9732,icd_diagnoses,included
stroke-ever,I60%,icd_diagnoses,included
stroke-ever,I61%,icd_diagnoses,included
stroke-ever,I63%,icd_diagnoses,included
stroke-ever,I66%,icd_diagnoses,included
stroke-ever,I6784%,icd_diagnoses,included
stroke-ever,I6789,icd_diagnoses,included
stroke-ever,I978%,icd_diagnoses,included
stroke-hcc-two-year,99,hccs,included
stroke-hcc-two-year,100,hccs,included
substance-abuse-hcc-two-year,54,hccs,included
substance-abuse-hcc-two-year,55,hccs,included
substance-abuse-hcc-two-year,56,hccs,included
substance-use-disorder,current-substance-use-not-treatments,condition_slugs,included
substance-use-disorder,history-of-alcohol,condition_slugs,included
substance-use-disorder,history-of-opiates,condition_slugs,included
substance-use-disorder,history-of-other-substances,condition_slugs,included
substance-use-disorder,recently-discontinued-substance-use-treatments,condition_slugs,included
substance-use-disorder,substance-use-disorder-treatments,condition_slugs,included
substance-use-disorder,substance-assessment-scores,condition_slugs,included
substance-use-disorder,substance-abuse-assessment,condition_slugs,included
substance-use-disorder-counseling,G2086,procedure_codes,included
substance-use-disorder-counseling,G2087,procedure_codes,included
substance-use-disorder-counseling,G2088,procedure_codes,included
substance-use-disorder-counseling,H0004,procedure_codes,included
substance-use-disorder-counseling,H0005,procedure_codes,included
substance-use-disorder-counseling,H0007,procedure_codes,included
substance-use-disorder-counseling,H0015,procedure_codes,included
substance-use-disorder-counseling,H0038,procedure_codes,included
substance-use-disorder-counseling,H1011,procedure_codes,included
substance-use-disorder-counseling,H2011,procedure_codes,included
substance-use-disorder-counseling,H2012,procedure_codes,included
substance-use-disorder-counseling,H2014,procedure_codes,included
substance-use-disorder-counseling,H2019,procedure_codes,included
substance-use-disorder-counseling,H2020,procedure_codes,included
substance-use-disorder-counseling,H2035,procedure_codes,included
substance-use-disorder-counseling,H2036,procedure_codes,included
substance-use-disorder-counseling,T1006,procedure_codes,included
substance-use-disorder-counseling,T1012,procedure_codes,included
substance-use-disorder-counseling-4-months,G2086,procedure_codes,included
substance-use-disorder-counseling-4-months,G2087,procedure_codes,included
substance-use-disorder-counseling-4-months,G2088,procedure_codes,included
substance-use-disorder-counseling-4-months,H0004,procedure_codes,included
substance-use-disorder-counseling-4-months,H0005,procedure_codes,included
substance-use-disorder-counseling-4-months,H0007,procedure_codes,included
substance-use-disorder-counseling-4-months,H0015,procedure_codes,included
substance-use-disorder-counseling-4-months,H0038,procedure_codes,included
substance-use-disorder-counseling-4-months,H1011,procedure_codes,included
substance-use-disorder-counseling-4-months,H2011,procedure_codes,included
substance-use-disorder-counseling-4-months,H2012,procedure_codes,included
substance-use-disorder-counseling-4-months,H2014,procedure_codes,included
substance-use-disorder-counseling-4-months,H2019,procedure_codes,included
substance-use-disorder-counseling-4-months,H2020,procedure_codes,included
substance-use-disorder-counseling-4-months,H2035,procedure_codes,included
substance-use-disorder-counseling-4-months,H2036,procedure_codes,included
substance-use-disorder-counseling-4-months,T1006,procedure_codes,included
substance-use-disorder-counseling-4-months,T1012,procedure_codes,included
substance-use-other-treatments,detox-treatment,condition_slugs,included
substance-use-other-treatments,substance-use-disorder-counseling,condition_slugs,included
substance-use-other-treatments,substance-use-disorder-rehab,condition_slugs,included
substance-use-other-treatments,substance-use-disorder-residential,condition_slugs,included
substance-use-other-treatments-4-months,detox-treatment-4-months,condition_slugs,included
substance-use-other-treatments-4-months,substance-use-disorder-counseling-4-months,condition_slugs,included
substance-use-other-treatments-4-months,substance-use-disorder-rehab-4-months,condition_slugs,included
substance-use-other-treatments-4-months,substance-use-disorder-residential-4-months,condition_slugs,included
substance-use-disorder-rehab,H2001,procedure_codes,included
substance-use-disorder-rehab-4-months,H2001,procedure_codes,included
substance-use-disorder-residential,H0011,procedure_codes,included
substance-use-disorder-residential,H0012,procedure_codes,included
substance-use-disorder-residential,H0013,procedure_codes,included
substance-use-disorder-residential,H0017,procedure_codes,included
substance-use-disorder-residential,H0018,procedure_codes,included
substance-use-disorder-residential,H0019,procedure_codes,included
substance-use-disorder-residential-4-months,H0011,procedure_codes,included
substance-use-disorder-residential-4-months,H0012,procedure_codes,included
substance-use-disorder-residential-4-months,H0013,procedure_codes,included
substance-use-disorder-residential-4-months,H0017,procedure_codes,included
substance-use-disorder-residential-4-months,H0018,procedure_codes,included
substance-use-disorder-residential-4-months,H0019,procedure_codes,included
substance-use-disorder-treatments,substance-use-other-treatments,condition_slugs,included
substance-use-disorder-treatments,medication-assisted-treatment-obot,condition_slugs,included
substance-use-disorder-treatments,medication-assisted-treatment-otp,condition_slugs,included
substance-use-disorder-treatments-4-months,substance-use-other-treatments-4-months,condition_slugs,included
substance-use-disorder-treatments-4-months,medication-assisted-treatment-obot-4-months,condition_slugs,included
substance-use-disorder-treatments-4-months,medication-assisted-treatment-otp-4-months,condition_slugs,included
substance-assessment-scores,audit-assessment,condition_slugs,included
substance-assessment-scores,dast-assessment,condition_slugs,included
super-utilizer,super-utilizer-ct,condition_slugs,included
super-utilizer,super-utilizer-default,condition_slugs,included
super-utilizer-ct,acs-bh-or-unplanned-admits-three,condition_slugs,included
super-utilizer-ct,ed-visits-four,condition_slugs,included
super-utilizer-default,acs-bh-or-unplanned-admits-three,condition_slugs,included
super-utilizer-default,ed-visits-five,condition_slugs,included
suspect-alcohol,history-of-alcohol,condition_slugs,included
suspect-depression,59,hccs,included
suspect-diabetes,17,hccs,included
suspect-diabetes,18,hccs,included
suspect-diabetes,19,hccs,included
suspect-diabetes-screening,a-1-c-level,condition_slugs,included
suspect-drug-abuse,54,hccs,included
suspect-drug-abuse,55,hccs,included
suspect-drug-abuse,56,hccs,included
suspect-morbid-obesity,bmi-35-and-diabetes-hcc,evidence_slugs,included
suspect-morbid-obesity,bmi-40-not-diabetes-hcc,evidence_slugs,included
suspect-morbid-obesity,morbid-obesity-hcc,condition_slugs,included
suspect-morbid-obesity,pregnancy,condition_slugs,included
tracheostomy-status,Z930,icd_diagnoses,included
traumatic-brain-injury,S061%,icd_diagnoses,included
traumatic-brain-injury,S062%,icd_diagnoses,included
traumatic-brain-injury,S063%,icd_diagnoses,included
traumatic-brain-injury,S064%,icd_diagnoses,included
traumatic-brain-injury,S065%,icd_diagnoses,included
traumatic-brain-injury,S066%,icd_diagnoses,included
traumatic-brain-injury,S067%,icd_diagnoses,included
traumatic-brain-injury,S068%,icd_diagnoses,included
two-pediatric-ccm-encounter-condition,ip-bh-admits-one,condition_slugs,included
two-pediatric-ccm-encounter-condition,three-ed-visits,condition_slugs,included
two-pediatric-ccm-encounter-condition,polypharmacy-pediatric,condition_slugs,included
two-plus-adls,none,answer_slugs,excluded
two-plus-adls,no-response,answer_slugs,excluded
ulcers,I7023%,icd_diagnoses,included
ulcers,I7024%,icd_diagnoses,included
ulcers,I7025,icd_diagnoses,included
ulcers,I7033%,icd_diagnoses,included
ulcers,I7034%,icd_diagnoses,included
ulcers,I7035,icd_diagnoses,included
ulcers,I7043%,icd_diagnoses,included
ulcers,I7044%,icd_diagnoses,included
ulcers,I7045,icd_diagnoses,included
ulcers,I7053%,icd_diagnoses,included
ulcers,I7054%,icd_diagnoses,included
ulcers,I7055%,icd_diagnoses,included
ulcers,I7063%,icd_diagnoses,included
ulcers,I7064%,icd_diagnoses,included
ulcers,I7065,icd_diagnoses,included
ulcers,I7073%,icd_diagnoses,included
ulcers,I7074%,icd_diagnoses,included
ulcers,I7075,icd_diagnoses,included
ulcers,L89%,icd_diagnoses,included
ulcers,L97%,icd_diagnoses,included
ulcers,L98%,icd_diagnoses,included
unstable-housing-assessment-one-year,acs-ip-or-unplanned-admits-two-or-acs-ed-visits-two,condition_slugs,included
unstable-housing-assessment-one-year,paid-amount-twelve-thousand-acute,condition_slugs,included
unstable-housing-assessment-one-year,unsafe-or-unstable-housing-one-year,condition_slugs,included
vascular-disease-hcc-two-year,106,hccs,included
vascular-disease-hcc-two-year,107,hccs,included
vascular-disease-hcc-two-year,108,hccs,included
viral-hepatitis,B15%,icd_diagnoses,included
viral-hepatitis,B16%,icd_diagnoses,included
viral-hepatitis,B17%,icd_diagnoses,included
viral-hepatitis,B18%,icd_diagnoses,included
viral-hepatitis,B19%,icd_diagnoses,included
viral-hepatitis,Z225%,icd_diagnoses,included
